,name,adress,website,phone
907,Northern Frights Haunted Attraction (Re-Opening 2021),"340 Fairgrounds St.Garden City, MN 56034",http://www.findahaunt.com/boo/?s=http://www.northernfrightsmn.com,['507-327-7235']
908,The Haunted Olde Pine Theatre,"113 2nd St. SWPine Island, MN 55963",https://www.oldepinetheatre.com/,['507-491-2639']
909,Rochester Horror: Fright at the Farm,"47385 US-52 BlvdZumbrota, MN 55992",http://www.findahaunt.com/boo/?s=http://www.rochesterhorror.com,['507-491-2639']
910,The Trail of Terror,"3525 145th St. WShakopee, MN 55379",http://www.findahaunt.com/boo/?s=http://www.trailofterrormn.com,[]
911,The Abandoned Hayride,"7525 US-212 Chaska, MN 55318",https://theabandonedhayride.com/,['1-888-246-6783']
912,Scream Town,"7410 Highway 212Chaska, MN 55318",https://screamtown.com/,['888-317-7308']
913,The Haunting Experience on Highway 61,"10900 Pt Douglas RoadCottage Grove, MN 55016",https://hauntingexperience.com/,['651-459-3001']
914,Valleyscare,"One Valleyfair DriveShakopee, MN 55379",https://www.valleyfair.com/valleyscare/,['952-445-7600']
915,Reuvers' Nursery Haunted Night Maze,"W8914 340th AveHager City, WI 54014",https://www.reuversnursery.com/,['715-792-2858']
916,Spooky Hollow Haunted Barn,"W141 Segerstrom RdMondovi, WI 54755",cannot find,['715-210-0233']
917,Escape Frenzy,"5585 W. 78th StreetEdina, MN 55439",https://www.escape-frenzy.com/,['952-941-9999']
918,Twisted Nightmare,"9700 E SD Highway 42Sioux Falls, SD 57110",https://www.twistednightmare.org/,[]
919,Sioux Falls Jaycees Haunted House,"4000 West 12th StreetSioux Falls, SD 57107",https://www.siouxfallshauntedhouse.com/,[]
920,Terror 29 Haunted House,"25753 Cottonwood Ave.Sioux Falls, SD 57107",https://terror29.com/,[]
921,Haunted Carter Farms,"28322 Great River RdPrinceton, IA 52768",http://www.findahaunt.com/boo/?s=http://www.hauntedcarterfarms.com,['563-289-9999']
922,Roca Scary Farm Haunted Manor,"16531 S 38th StRoca, NE 68430",https://rocaberryfarm.com/scary-farm/,['402-421-2255']
923,Fear Asylum Haunted House,"216 6th St WBrookings, SD 57006",http://www.findahaunt.com/boo/?s=http://www.fear-asylum.com/,['605-690-0685']
924,Torment at Twelve Hundred,"5030 N 1200th AveOrion, IL 61273",http://www.findahaunt.com/boo/?s=http://www.tormentwelve.com,['309-945-5237']
925,Zombie Quest,"5333 US Highway 150Alpha, IL 61413",https://country-corner.com/,['309-629-2359']
926,Spider Hill,"17189 N. Route 29Chillicothe, IL 61523",http://www.findahaunt.com/boo/?s=http://www.threesisterspark.com/departments/index.php,['309-274-8837']
927,RCU Spook Night,"3456 Craig RdEau Claire, WI 54701",https://www.facebook.com/ECIndoorSportsCenter/,['715-552-1200']
928,Bushnell Haunted House,"20320 N 1700th RoadBushnell, IL 61422",https://www.facebook.com/BushnellHauntedHouse/,['309-255-3492']
929,Haunt on the Hill,"114 N West StTable Grove, IL 61482",https://www.facebook.com/pages/Table-Grove-Haunted-House/137931706259208,[]
930,Hannibal Jaycees Warehouse of Nightmares,"320 S 3rd StreetHannibal, MO 63401",http://www.findahaunt.com/boo/?s=http://hannibaljaycees.org/warehouse-of-nightmares/,['636-734-1938']
931,Spook Hollow with M.C. Manor & M.C. Nightmare,"641 LaSalle Blvd.Marquette Heights, IL 61554",http://www.findahaunt.com/boo/?s=http://www.spook-hollow.com,[]
932,Pekin Haunt,"14444 Towerline RdPekin, IL 61554",http://www.findahaunt.com/boo/?s=http://pekinhaunt.com/,['309-346-7000']
933,Terror on the Square,"119 S. 7th. StreetPetersburg, IL 62675",http://www.findahaunt.com/boo/?s=http://www.terrorontheweb.com,[]
934,Downtown Madison Family Halloween,"State Street and Capitol SquareMadison, WI 53703",https://visitdowntownmadison.com/events/downtown-madison-family-halloween,['608-255-1008']
935,CVPI's Haunted Chippewa History Tour,"236 W River StreetChippewa Falls, WI 54729",http://www.findahaunt.com/boo/?s=http://www.chippewavpi.com/,[]
936,Dead End Hayride,"28186 Kettle River BoulevardWyoming, MN 55092",https://thedeadendhayride.com/,['651-462-4848']
937,Fright Farm,"2020 White Bear Ave NMaplewood, MN 55109",https://www.frightfarm.org/,[]
938,Molitor's Haunted Acres,"3571 5th Ave NESauk Rapids, MN 56379",https://molitorshauntedacres.com/,[]
939,Real Haunted Tours Presents The Mounds Theatre,"1029 Hudson RoadSaint Paul, MN 55106",http://www.findahaunt.com/boo/?s=http://www.realhauntedtours.com/,['651-772-2253']
940,House on Haunted Hill,"3064 State Hwy 23Brook Park, MN 55007",http://www.findahaunt.com/boo/?s=http://ringlerjk.wix.com/haunted-trail,['320-293-0434']
941,Hamel Lions Haunted Acres,"7205 County Road 101Corcoran, MN 55311",http://www.findahaunt.com/boo/?s=http://www.hamellionshauntedacres.com/,['763-486-5071']
942,Haunted Shack & Hayride,"1781 County Road 1Carlton, MN 55797",http://www.findahaunt.com/boo/?s=http://www.hauntedshack.com,[]
943,Fear Factory at Wadena County Fairgrounds,"400 Ash Ave NWWadena, MN 56482",https://www.wadenacountyfair.com/,['218-371-8046']
944,Fright Nights Haunted House,"105 3rd Ave NEGlenwood, MN 56334",https://www.frightnightsllc.com/,['320-334-3225']
945,Henning Haunted House,"606 2nd StreetHenning, MN 56551",https://cityofhenning.com/community/henning-haunted-house/,['218-583-2402']
946,Night Screams,"1510 US HWY 2Bena, MN 56626",http://www.findahaunt.com/boo/?s=http://nightscreams.org,['218-665-2585']
947,Haunted Farm,"1947 130th Avenue SouthMoorhead, MN 56560",https://www.hauntedfarm.com/,['218-585-4539']
948,Haunted Corn Maze Moorhead,"12747 3rd St. SouthMoorhead, MN 56560",http://www.findahaunt.com/boo/?s=http://www.mhdhauntedcornmaze.com/,['218-585-4529']
949,Acres of Terror,"108 Highway 18 S.Leonard, ND 58052",http://www.findahaunt.com/boo/?s=http://www.acresofterrornd.com,['701-491-2587']
950,The Crypt at Jacobs Manor,"307 Railroad AveLeonard, ND 58052",https://the-crypt-at-jacobs-manor.business.site/,['701-645-2566']
951,Legends of Terror Haunted House,"2405 Belmont RdGrand Forks, ND 58201",http://www.findahaunt.com/boo/?s=http://www.grandforkshistory.com/events/,['701-775-2216']
952,Nelson's Pumpkin Patch,"2448 20th Avenue NEEmerado, ND 58228",https://www.nelsonspumpkinpatch.com/,['701-610-9564']
953,Buffalo City Scream Team Presents: Jamestown North Dakota Haunted House,"1620 8th Avenue SWJamestown, ND 58401",https://www.facebook.com/groups/1743266475968030/,['701-659-0690']
954,Scarecrow Hollow,"221 2nd Ave EMobridge, SD 57601",cannot find,[]
955,Haunted Fort,"4480 Fort Lincoln RdMandan, ND 58554",http://www.findahaunt.com/boo/?s=http://www.hauntedfort.com/,['701-667-6340']
956,Terror in the Dark Haunted House,"800 San Francisco St.Rapid City, SD 57701",http://www.findahaunt.com/boo/?s=http://www.terrorinthedark.net,['605-545-0117']
957,The Witch's. Lair,"915 Main StreetSturgis, SD 57783",cannot find,['605-645-6230']
958,Spearfish Valley Corn Maze & Pumpkin Patch,"10784 Chicken Creek RoadSpearfish, SD 57783",http://www.findahaunt.com/boo/?s=http://spearfishvalleyproduce.com/,['605-644-9050']
959,Adams Family Pumpkin Patch,"230710 Highland RdScottsbluff, NE 69361",https://www.facebook.com/Adams-Family-Pumpkin-Patch-163590337180652/,['308-641-8188']
960,Dark Acres Haunted House & Corn Maze,"5101 2nd Avenue WWilliston, ND 58801",cannot find,['701-572-3275']
961,Escape Room Montana,"11 West Main StBelgrade, MT 59714",https://www.escaperoommt.com/,['406-219-7227']
962,The Maize at Grandpa's Farm,"58th St. West & Grand AveBillings, MT 59106",https://www.themaizeatgrandpasfarm.com/,['406-247-9998']
963,"Haunted Moss - Haunted House, Haunted Maze & Midnight Tours","914 Division StreetBillings, MT 59101",https://www.mossmansion.com/,['406-256-5100']
964,Montana Corn Maze,"4605 W. Cameron Bridge RoadManhattan, MT 59741",https://montanacornmaze.com/,['406-922-1643']
965,Second Annual Townsend Zombie Run,"209 Broadway Townsend, MT 59644",https://missourivalleymarketing.org/zombie,['406-422-7028']
966,Sparkettes of Montana Trail of Terror,"4800 10th Avenue SouthGreat Falls, MT 59405",https://sparkettes.webs.com/,['406-452-4242']
967,Fritz Corn Maze Haunted Trail & Haunted Barn,"173 Birch Grove RoadKalispell, MT 59901",https://fritzcornmaze.weebly.com/,['406-755-4210']
968,Field of Screams,"1497 U.S. 93Victor, MT 59875",https://www.fieldofscreamsmt.com/,['406-642-6426']
969,Larsen's Maze,"905 West 5000 NorthRexburg, ID 83440",https://www.larsensmaze.com/,['208-356-4067']
970,Straw Maze & Haunted Forest,"7600 S 2000 WRexburg, ID 83440",http://www.findahaunt.com/boo/?s=http://strawmaze.com/,['801-769-6293']
971,The Haunted River ,"501 N 3100 E Menan, ID 83434",https://www.thehauntedriver.com/,[]
972,Scare Tower,"150 N 2nd WRexburg, ID 83440",http://www.findahaunt.com/boo/?s=http://scaretower.com/,['208-497-9572']
973,Planet Doom Haunted House,"680 1st StreetIdaho Falls, ID 83401",https://planetdoomhaunt.com/,['208-994-7111']
974,Lost Souls Attractions,"186 S. State StreetShelley, ID 83274",http://www.findahaunt.com/boo/?s=http://lostsoulsattractions.com/,['208-390-1455']
975,Wild Adventure Corn Maze,"135 W 450 NBlackfoot, ID 83221",https://wildadventurecornmaze.com/,[]
976,Grandstand of Terror,"97 Park StreetBlackfoot, ID 83221",https://www.facebook.com/thegrandstandofterror,[]
977,Post Falls Lions Haunted House,"E 4th Ave & N Post StPost Falls, ID 83854",cannot find,[]
978,Trepidation Acres,"11618 E Fairview Spokane, WA 99206",https://www.facebook.com/Trepidation-Acres-504569642913078/,[]
979,Alton Haunted Trolley Tours,"31 E BroadwayAlton, IL 62002",http://www.findahaunt.com/boo/?s=http://www.altonhauntedtours.com/,['618-462-3861']
980,Alton Hauntings,"515 E 3rd StAlton, IL 62002",https://www.altonhauntings.com/,['217-791-7859']
981,Relleke Pumpkin Patch,"473 Sand Prairie RoadPontoon Beach, IL 62040",http://www.findahaunt.com/boo/?s=http://www.rellekepumpkinpatch.com/,['618-797-6858']
982,Eckert's Millstadt Farm Haunted Hayrides,"2719 Eckert Orchard LaneMillstadt, IL 62260",https://www.eckerts.com/millstadt-farm,['618-233-0513']
983,Waterloo Sportsman's Club Haunted Trail & Hayride,"4903 Sportsmans RoadWaterloo, IL 62298",https://waterloosportsmansclub.org/,['618-458-9927']
984,Cottleville Firefighters Haunted Trail,"Legacy ParkCottleville, MO 63304",https://www.scarytrail.com/,[]
985,Red's Corn Maze Massacre,"8004 Twin River RdEureka, MO 63025",http://www.findahaunt.com/boo/?s=http://www.cornmazemassacre.com/,['636-938-1005']
986,Brookdale Farms Corn Maze,"8004 Twin Rivers RoadEureka, MO 63025",https://www.brookdalefarmsinc.com/,['636-938-1005']
987,Necro Planet,"1207 Rogers St.Columbia, MO 65201",http://www.findahaunt.com/boo/?s=http://www.necroplanet.com,[]
988,Fear Factory LLC,"102 South Main St Mountain Grove, MO 65711",https://www.fearfactoryllc.com/,['417-217-3065']
989,Fields of Terror,"1230 Cannie Baker RdMountain Home, AR 72653",http://www.findahaunt.com/boo/?s=http://www.fieldsofterror.com/,['870-405-9826']
990,Bull Shoals Haunted Hollow Hayride,"612 Central BlvdBull Shoals, AR 72619",http://www.findahaunt.com/boo/?s=http://www.bullshoals.org/events.html,['870-445-4443']
991,The Beast,"1401 W 13th StKansas City, MO 64102",http://www.findahaunt.com/boo/?s=http://www.kcbeast.com/,['816-842-4280']
992,Labyrinth of Fear,"17866 East Overland RoadNevada, MO 64772",http://www.findahaunt.com/boo/?s=http://www.labyrinthoffear.com,['417-667-4993']
993,Edge of Hell,"1300 W 12th StKansas City, MO 64101",https://www.edgeofhell.com/,[]
994,Macabre Cinema Haunted House,"1222 W 12th StKansas City, MO 64101",https://www.macabrecinema.com/,['816-842-0320']
995,Fun Time Farms Corn MAiZE,"11050 NE 201 Road Box 332Lowry City, MO 64763",http://www.findahaunt.com/boo/?s=http://funtimefarms.net/,['660-351-2012']
996,McFinnigan Manor,"4520 Grove DriveLawrence, KS 66049",https://www.JacobHood.org/mcfinnigan-manor,[]
997,Britt's Garden Acres Pumpkin Patch & Corn Mazes,"1000 S Scenic DrManhattan, KS 66503",http://www.findahaunt.com/boo/?s=http://www.brittsfarm.com/,['785-539-1901']
998,Fear Factory Haunt,"10965 HWY 43Webb City, MO 64870",http://www.findahaunt.com/boo/?s=http://www.fearfactoryhaunt.com,['417-793-2111']
999,Wolfmans House Of Screams,"26267 King LnCarl Junction, MO 64834",https://www.facebook.com/WolfmansHouseOfScreams,['417-825-3066']
1000,RIP at Myer's Inn Haunt,"529 West Airport DriveCarthage, MO 64836",http://www.findahaunt.com/boo/?s=http://www.myersinnhaunt.com,['417-313-2223']
1001,Project Fear,"400 Katy AveParsons, KS 67357",http://www.findahaunt.com/boo/?s=http://www.projectfear.net,['620-423-2316']
1002,Hotel of Terror,"334 N Main AveSpringfield, MO 65806",http://www.findahaunt.com/boo/?s=http://www.hotelofterror.com/,['417-863-9640']
1003,Campbell's Maze Daze & Pumpkin Patch,"177 Carob RdClever, MO 65631",https://campbellsmazedaze.com/,['417-830-0243']
1004,Branson's Haunted Screampark,"236 Wild Valley WayBranson West, MO 65737",http://www.findahaunt.com/boo/?s=http://bransonshauntedscreampark.com/,['417-272-0052']
1005,Carpenter's Mortuary Spook House,"136 East Main StreetGentry, AR 72734",https://www.mortuarystudios.com/,[]
1006,Annabelle's Fun Farm,"444584 E 110 Rd.Welch, OK 74369",https://www.annabellesfunfarm.com/,[]
1007,Exeter Haunted Barn & Corn Maze,"State Hwy MMExeter, MO 65647",https://www.exetercornmaze.com/,['417-846-3959']
1008,Downtown Eureka Springs Walking Tours,"12 Spring StreetEureka Springs, AR 72632",https://www.downtownundergroundeurekasprings.com/,['479-244-5074']
1009,Haunted Attractions at Riverside Entertainment,"17023 Chamber Springs Rd.Siloam Springs, AR 72761",https://www.riverside-entertainment.com/,['479-524-0014']
1010,Warehouse of Fear,"17023 Chambers Springs RoadSiloam Springs, AR 72761",http://www.findahaunt.com/boo/?s=http://www.riverside-entertainment.com/,['479-524-0014']
1011,Killing Frost Productions: The House of Thorn,"1109 N. Delaware StreetDewey, OK 74029",http://www.findahaunt.com/boo/?s=http://www.killingfrostproductions.com/,['918-327-5132']
1012,Castle Muskogee Halloween Festival,"3400 W Fern Mountain RdMuskogee, OK 74401",https://www.okcastle.com/,['918-687-3625']
1013,The Nightmare,"4300 s. 91st St. E. Ave Tulsa, OK 74145",http://www.findahaunt.com/boo/?s=http://nightmaretulsa.com/,['918-622-4422']
1014,Hex House,"5610 West Skelly Dr.Tulsa, OK 74107",https://www.tulsahexhouse.com/,[]
1015,The Haunted Forest at Lake Eufaula State Park,"111563 Highway 150Checotah, OK 74426",cannot find,['918-689-4607']
1016,Haunted Cannery Spook House,"10001 NW US Hwy 77El Dorado, KS 67042",https://hauntedcannery.com/,['316-530-2226']
1017,Grey House Haunts,"203 High StreetHoldrege, NE 68949",https://www.facebook.com/greyhousehaunts,['308-991-0651']
1018,KneeKnocker Woods,"46290 Highway 30Gibbon, NE 68840",https://www.kneeknockerwoods.com/,['308-390-2789']
1019,Nightmare Warehouse,"424 W. WalnutEnid, OK 73701",https://www.nightmarewarehouse.com/,[]
1020,Guthrie Haunts Scaregrounds,"4524 Riverside CircleGuthrie, OK 73044",http://www.findahaunt.com/boo/?s=http://guthriescaregrounds.com,['405-243-7671']
1021,Nightmare in the Country,"38368 S County Rd 195Woodward, OK 73801",https://www.nightmareinthecountry.com/,['580-254-3944']
1022,Rustic Acres Corn Maze & Pumpkin Patch,"N3745 RdMason, OK 73054",https://rusticacres.tumblr.com/,['918-623-3077']
1023,Pumpkins and More A-Maiz-ing Farm,"45595 County Road 10Holyoke, CO 80734",http://www.findahaunt.com/boo/?s=http://www.pumpkinsandmoreamaizingfarm.com/,['970-580-5382 ']
1024,Scream Acres at the Fritzler Corn Maze,"20861 CR 33La Salle, CO 80645",https://www.fritzlerfarmpark.com/scream-acres,['970-737-2129']
1025,Fear of the Dark Haunted House,"217 West Horsetooth RoadFort Collins, CO 80524",http://www.findahaunt.com/boo/?s=http://www.chipperslanes.com/locations/haunted-house/,[]
1026,Terror in the Corn,"6728 County Road 3 1/4Erie, CO 80516",https://terrorinthecorn.com/,[]
1027,Cheyenne Street Railway Trolley Ghost Fright-Seeing Tours,"121 W. 15th St., Ste. 202Cheyenne, WY 82001",http://www.findahaunt.com/boo/?s=http://www.cheyennetrolley.com/index.php/tours/specialty/,[]
1028,Northern Colorado Corn Maze,"2318 S. County Road 5Fort Collins, CO 80525",https://www.nococornmaze.com/,['970-308-5843']
1029,Haunted Fort Collins,"19 Old Town SqFort Collins, CO 80524",https://www.fortcollinstours.com/,['970-372-1445']
1030,Hankins Farms Pumpkins & Corn Maze,"26745 Weld County Road 17Johnstown, CO 80534",https://hankinsfarms.com/,['970-587-5040']
1031,Pumpkin Pickin' Paradise,"10001-10079 County Rd 52Milliken, CO 80543",cannot find,['970-587-5751']
1032,The Devils Knot North Louisiana ,"2663 Mayflower RdHaughton, LA 71037",http://www.findahaunt.com/boo/?s=http://www.devilsknothauntedtrail.com,['318-349-2329']
1033,DixieMaze Farms,"9596 Sentell RdShreveport, LA 71107",http://www.findahaunt.com/boo/?s=http://www.dixiemaze.com/,[]
1034,Graystone Haunted Manor,"13481 Farm To Market 968 WLongview, TX 75602",https://www.graystonehaunt.com/,[]
1035,Zip Line With The Zombies & Creatures of the Night Swamp Walk,"5543 US Hwy 259 NorthDiana, TX 75640",http://www.findahaunt.com/boo/?s=http://thomasfalls.com/october/index.html,['903-968-6924']
1036,Doc Wilkes House of Horrors,"1228 Market StreetLongview, TX 75604",http://www.findahaunt.com/boo/?s=http://www.docwilkeshaunt.com,['903-297-5397']
1037,Zombie Hill Haunted Attraction,"4794 Cherokee TraceGilmer, TX 75644",https://www.facebook.com/ZombieHill,['903-241-6040']
1038,Houston Terror Dome Haunted House,"16030 East FreewayChannelview, TX 77530",https://houstonterrordome.com/,['281-864-9686']
1039,Ghost Tours Texas,"2310 Sealy AvenueGalveston, TX 77550",http://www.findahaunt.com/boo/?s=http://ghosttourstexas.com,['281-738-1003']
1040,Dungeon of Doom Haunted House,"#8 Kemah BoardwalkKemah, TX 77565",https://www.dungeonofdoomkemah.com/,['281-535-8100']
1041,Houston Scream Fest,"1500 Elton StreetHouston, TX 77034",http://www.findahaunt.com/boo/?s=http://www.houstonhauntedhouses.com/,[]
1042,Terror Trails & House of Terror,"County Road 1960Yantis, TX 75497",https://www.terrortrails.com/,['903-383-7500']
1043,Afterlife Haunt,"5176 US HWY 82Blossom, TX 75416",http://www.findahaunt.com/boo/?s=http://www.afterlifehaunt.com/,['903-202-0123']
1044,Twisted Intent,"706 Center St.Benton, AR 72015",http://www.findahaunt.com/boo/?s=http://www.twistedintent.com,['501-315-8300']
1045,WoolyBoogers Haunted House and Escape Games,"142 Hwy 286 EastConway, AR 72032",http://www.findahaunt.com/boo/?s=http://TheWoolyBooger.com,['501-388-4157']
